screen_name,name,text,retweet_count,location
GorgeousGeek27,The.Force.Is.Strong💚♥,"RT @DaniCarvajal92: Happy to back ⚔️⚪ step by step 💪

#halamadrid #realmadrid #hastaelfinalvamosreal #DC2 https://t.co/EAe9O7JP1D",614,
robeeno1,robeeno,RT @footballitalia: Lautaro Martinez feels ‘angry’ after Inter’s 3-2 defeat to Real Madrid. ‘We created enough chances to get the victory.’…,10,
Maisel_T4421,Maisel Tomás Glez. G,Felicidades capitán por tus 1️⃣⚽️⚽️ goles con nuestro #RealMadrid ✌🏽😃👍🏽 #HalaMadrid 💪🏽💪🏽💪🏽💪🏽✌🏽✌🏽✌🏽✌🏽👏🏽👏🏽👏🏽👏🏽1️⃣⚽️⚽️… https://t.co/DuaEfgBBJL,0,
PSG24hours,PSG en Direct 🌐,"RT @gamepulz: Schedule of this week's supported games ⚽⚽⚽🏆
https://t.co/xZxX3NghWT
#ChampionsLeague #RealMadrid #internazionale #leipzig #P…",1,Parc des Princes
maryam13681,maryam1368,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
Socia1RMadrid,SocialRMadrid,"How it starts                                 How it's going
#UCL  #RealMadrid #RealMadridInter https://t.co/ydEMsvXHbX",1,Worldwide
SportzNirvana,Sportz Nirvana,"It was a big night for @realmadriden in the @ChampionsLeague last night against #InterMilan 

#UCL #ChampionsLeague… https://t.co/UNjcBQIwK3",0,
AliMohammedDewj,Ali D,"3-2: Key win over #Inter
@Benzema and @SergioRamos put #RealMadrid into the lead, only for the #Italians to level ,… https://t.co/tIrAsTi5AB",0,Tanzania
Kofiboakyealon1,Kofiboakyealonso,@realmadrid @SergioRamos #RealMadrid @SergioRamos dis player is a ghost No debate,0,
gamepulz,GamePulz.com,"Schedule of this week's supported games ⚽⚽⚽🏆
https://t.co/xZxX3NghWT
#ChampionsLeague #RealMadrid #internazionale… https://t.co/zr1sS6sUe6",1,
merrybetsports,Merrybet,"Legendary defender, #SergioRamos has now scored 1️⃣0️⃣0️⃣ goals for Spanish giants, #RealMadrid. 

Not your average… https://t.co/V0YtEv6HhG",2,"Lagos, Nigeria"
brymo_benz,O L A DI PU PO,"RT @937RhythmFm: Rodrygo Scores Late Goal To Give Real Madrid Victory Over Inter Milan
https://t.co/hyYHrXQD5J

#RhythmSportsNews #Rodrygo…",1,"Ikeja, Nigeria"
KyroSports,Kyro Sports,"Real Madrid 3-2 Inter Milan: 3 things we learned, Champions League 2020-21 
.
.
.
https://t.co/bn76qp6FMY 
.
.
.… https://t.co/MEyhO3gvbs",0,"New Delhi, India"
madridstachann2,madridsta_channel,"Video full nya bisa ditonton  di youtobe

⬇⬇⬇⬇⬇⬇⬇⬇⬇
https://t.co/8v2Bia1JRI
Bantu support mads like subscribe and s… https://t.co/w1kOHQbZEx",0,
937RhythmFm,Rhythm FM,"Rodrygo Scores Late Goal To Give Real Madrid Victory Over Inter Milan
https://t.co/hyYHrXQD5J

#RhythmSportsNews… https://t.co/2bSxvia4pb",1,"Lagos, Nigeria"
Sihite17,Boan Parulian,Happy to see Real Madrid beat Internazionale Milan... well done monsieur zizou Zidane Hala Madrid #madridista… https://t.co/TwmLow7cUj,0,"Los Angeles, CA"
MajeekDaniel,.,"RT @SpothingHQ: Sergio Ramos reaches 100 goals for Real Madrid: Is he the best defender ever?

#UCL #RealMadridInter #RealMadrid https://t.…",1,"Lagos, Nigeria"
CHUKWUJEKWUSom1,fourth sannin and 1M others,"RT @realmadriden: Five years ago, madridismo said goodbye to Alfredo Di Stéfano, the greatest footballer of all time and the man who change…",2072,world cup 2022
SpothingHQ,Spothing Retail,"Sergio Ramos reaches 100 goals for Real Madrid: Is he the best defender ever?

#UCL #RealMadridInter #RealMadrid https://t.co/dumyKtjNsN",1,"Lagos, Nigeria"
KhelNowWF,Khel Now World Football,".@SergioRamos is the latest player to cross the 100 GOALS mark for @RealMadrid! ⚽🦁

#UCL #RealMadrid #SergioRamos https://t.co/seb6Lqw7qX",0,"New Delhi, India"
DigpuNews,Digpu,"Ramos Completes Century of Goals For Real Madrid

#ChampionsLeague #RealMadrid #SergioRamos 

https://t.co/IPyaOGD0Nt",0,"New Delhi, India"
Shaz_GB,Shehbaz,RT @footballitalia: Lautaro Martinez feels ‘angry’ after Inter’s 3-2 defeat to Real Madrid. ‘We created enough chances to get the victory.’…,10,Pakistan
AdamTheGentle,Adam The Gentle 😃🇪🇸,"RT @realmadriden: Five years ago, madridismo said goodbye to Alfredo Di Stéfano, the greatest footballer of all time and the man who change…",2072,"Barcelona, Spain"
IamCHEMIXTRY,Zod,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Worldwide
LudovicaCammar1,Ludovica Cammarone,"RT @MonkeyPills: #sport 

Ivan Perisic equalizer is not enough to avoid losing against #RealMadrid 
credit to 433 for the amazing pic!

#CL…",11,"Porto Recanati, Marche"
SundayDorcas16,Sunday Dorcas,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Kaduna
Jinmi__,Gumball,RT @SportsOfLife_: Sergio Ramos scores his 100th goal for @realmadriden in all competitions #SergioRamos #RealMadrid https://t.co/fGir92Ri3M,9,Kurald Galain
dark_silverlake,Varad Pednekar,"Last night's, Real Madrid vs Inter Milan
was a great football match in this pandemic. It showed that the
CHAMPIONS… https://t.co/1intwxqndC",0,"Mumbai, India"
marinapolitano9,Maria Grazia,"RT @MonkeyPills: #sport 

Ivan Perisic equalizer is not enough to avoid losing against #RealMadrid 
credit to 433 for the amazing pic!

#CL…",11,"Milano, Lombardia"
eaglepredict,Sport News and Predictions,"@sergioramos scores his 100th goal for Real Madrid 👑

#eaglepredict #eaglepredictig #halamadrid #realmadrid… https://t.co/HUhbNXjg2x",0,Nigeria
frances67833170,Francesca Bordoni,"RT @MonkeyPills: #sport 

Ivan Perisic equalizer is not enough to avoid losing against #RealMadrid 
credit to 433 for the amazing pic!

#CL…",11,"Roma, Lazio"
greymind43,XtraTime,"Is Sergio Ramos the best defender ever?

#SergioRamos #RealMadrid https://t.co/dnrMNwkInN",0,Kolkata
NarayananXi,Narayanan XI,"RT @Johnnysiva7: Sl team agian won gl #Dream11IPL #dream11teams #RealMadrid vs #InterMilan  7th gl in football
@happyranjith @srikanthmeka3…",3,"Bengaluru, India"
BoltBangladesh,BOLT Bangladesh,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
spartakalena,Алёна Буянова,"@LuisFigo Congratulations Luis. I wish you success, health, bright moments and good mood. Great football player. Se… https://t.co/iqjCxrV6cq",0,Вологда
Mahdiiranzad,Mahdi_iranzad,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
sportsadda_,SportsAdda,"There are defenders, 
there are world-class defenders, 
and then, there's @SergioRamos. 👑

A rock at the back and r… https://t.co/OCQGDxLyhQ",0,
Jacques_zuma,Jacques zuma,"RT @realmadriden: 👔🤝 President Florentino Pérez exchanged gifts with Javier Zanetti, @Inter_en deputy president ahead of the match.
#RealMa…",72,Nakuru
Joefixedgamess,Joe Fixed games,"RT @Joefixedgames: Some Are Watching 👀, some Are Investing 💎 And Withdrawing Their Profit💸 
while Some Are still having doubts  ❌❌ 

Stop w…",1,
_onthebreak_,On The Break,Good morning everyone!! How is everyone feeling ahead of the UCL games tonight?? I am a United fan so I'm hoping fo… https://t.co/tLxwETiFNP,0,
Ajit_Matrrixx,MATRRIXX® CRICKET,RT @AjitMenon_Real: @realmadriden @Inter_en @Benzema @SergioRamos @RodrygoGoes By jove #Zidane &amp; #RealMadrid hang in by the skin of their t…,1,"Meerut, India"
Liverpool_zy,Liverpoolzy*,RT @Liverpool_zy: Why is UCL group B displayed upside down? #RealMadrid #Inter #RMAINT https://t.co/wqmXMmbJcR,1,
legendsilver,FARMER,"RT @am_spotlight: I am happy to score this wonderful goal for my team.
#SkySport #CristianoRonaldo #CR7 #messi #Neymar #LaLiga 
#PremierLea…",2,LASGIDI
Oliveb24,Olive'b Enterprises,"“The key to life is accepting challenges. Once someone stops doing this, he's dead.”
― Bette Davis
#HalaMadrid… https://t.co/Vx4mEhVKOZ",0,Pakistan
TharidC,Tharid Crypto,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
sandhywillyanto,sandhy willyanto,"RT @DamiDev_: Foul or not ? 
#Hakimi vs #Mendy  #RealMadridInter #RealMadrid #inter https://t.co/bCid8PoHQ9",2,jakarta
Babanasidi01,Abdulkadir Nasidi,"#RealMadrid conceded 7 goals in 3 #UCL games, against Sharktar, BMGB and Inter? #Zidane must fix his defence in the… https://t.co/Uai6m4WVIO",0,"Abuja, Nigeria. "
kemithbot,Kemithbot,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
ExtratipsC,extratips.com,"#FCPorto, #ManCity, and #RealMadrid also claimed impressive wins 💪",0,
Outlookindia,Outlook Magazine,"Portugal striker #DiogoJota scored a hattrick as #Liverpool routed #Atalanta in #ChampionsLeague; #RealMadrid,… https://t.co/TXpaEVqvFg",0,"New Delhi, India"
sports_xplore,XploreSports,"⚽️ Liverpool and #BayernMunich run riot in #ChampionsLeague as #RealMadrid edge #InterMilan.
🎯Full Match Report..Jo… https://t.co/RoPEetNfZ9",0,Pune
timesofindia,The Times Of India,"RT @toisports: .@SergioRamos craving for more after netting 100th goal for @realmadriden 

READ: https://t.co/yFUnF4iB8O

#SergioRamos #Rea…",1,New Delhi
mark_osifo,dbigmark2®,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,Life!!!
UpsureZ,UpSure Co ZA,"Zidane and Real Madrid dodge a few bullets with their victory over Inter Milan 😎
Read the latest sports news and fo… https://t.co/uz2k9IazdP",0,South Africa
toisports,TOI Sports,".@SergioRamos craving for more after netting 100th goal for @realmadriden 

READ: https://t.co/yFUnF4iB8O… https://t.co/DYfLelSBKC",1,"New Delhi, India"
VaibhavVmng,Vaibhav Gaunekar_vmng,The reason why I want Real Madrid to win more matches is because I don't want them to use the buy back clause for R… https://t.co/tsggjnmYBJ,0,India
akinogunduyile3,akintomide ogunduyile,RT @Route1futbol: Rodrygo 🇧🇷 has become the first player born in the 21st century to score five goals in the Champions League. 🏆 [Opta] #Re…,8,"Lagos, Nigeria"
sportstarweb,Sportstar,"💠 #SRH seals a place in #IPL2020 playoffs
💠 England announces squad for series against South Africa
💠 #RealMadrid e… https://t.co/Cq6fbnEQce",0,
Ehsanahmadi002,Ehsanahmadimaher,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
anieceva,nieni,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Akwa Ibom, Nigeria"
laupeep,Laupeep,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
dna,DNA,"#UEFAChampionsLeague: #RealMadrid, #ManchesterCity, #Liverpool and #BayernMunich register crucial wins

#UCL… https://t.co/51zxDmkYDT",0,India
JPS0080,JPS,"Rodrygo scores late winner as Real Madrid beats Inter 3-2

#RealMadridInter @realmadriden #RealMadrid #InterMilan https://t.co/4S5u0aIGZm",0,India
gbengulo1001,Mercciy,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Lagos, Nigeria"
TFMOman,TFM Oman,Rodrygo's late strike gave #RealMadrid victory over #InterMilan - their first #ChampionsLeague win of the season.,0,"Muscat, Oman"
RealMadridUnof1,Real Madrid Unofficial,"Zinedine Zidane: ‘You always have to believe until the end’
#RealMadridInter #RealMadrid #UCL

https://t.co/0pzyVEdLFR",0,
srikanthmeka3,srikanth meka,"RT @Johnnysiva7: Sl team agian won gl #Dream11IPL #dream11teams #RealMadrid vs #InterMilan  7th gl in football
@happyranjith @srikanthmeka3…",3,"Srikakulam, India"
qazetaz1,Qazetaz,"#Rodrygo revives #RealMadrid's #UCL last-16 hopes with late #winner

#UCL #UEFA #ChampionsLeague #CL #Madrid #Milan… https://t.co/ErCF3rBLsx",0,"Baku, Azerbaijan"
tigers39wz,tigers39wz,"RT @Johnnysiva7: Sl team agian won gl #Dream11IPL #dream11teams #RealMadrid vs #InterMilan  7th gl in football
@happyranjith @srikanthmeka3…",3,
KeshFemzy,femi👑⚡,Give away!!!!!!!! First twenty people to retweet ND follow for instant follow back. get d sum of 5k each.… https://t.co/TIQjt1O6QU,0,"Lagos, Nigeria"
CGTN_Sports,Yuan Guan,"RT @CGTNSportsScene: ⚽️Winless and in last place in its #ChampionsLeague group, @realmadrid needs a victory against #InterMilan to ease the…",1,"北京, 中华人民共和国"
Johnnysiva7,Johnny Siva,"Sl team agian won gl #Dream11IPL #dream11teams #RealMadrid vs #InterMilan  7th gl in football
@happyranjith… https://t.co/8OsT5Gyhop",3,"Vishakhapatnam, India"
ibrahimibuMI12,I_B_U_P_R_O_F_E_N IbRaHiM,"If Anyone say Virgil Van Dijk Is Best Defender Please Su*k Sergio Ramos's Dick And Thank You.
#Ramos #Ramos100 #RealMadrid",0,"Bengaluru, India"
jgrilo777,Zapatini L'Avvocato,RT @sportscreamers: Cristiano Ronaldo with the volley. #realmadrid #football #HalaMadrid  #cristianoronaldo #soccer #futbol #goal https://t…,21,"Torino, Piemonte"
aymanjama8,Iman Jama,"RT @realmadriden: 👔🤝 President Florentino Pérez exchanged gifts with Javier Zanetti, @Inter_en deputy president ahead of the match.
#RealMa…",72,Somalia
dayoiye,Dayoiye,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
Velazqu45836275,Benjamen,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,"Lagos, Nigeria"
sportsultima,sportsultima.com,Get The Latest Real Madrid Home &amp; Away Shirts Plus The Official Training Wear Here https://t.co/hsZPOTZnGO… https://t.co/95nWTQei0a,0,UNITED KINGDOM
Jonesdozi,JonesDozi.com,"How To Achieve Your Real Estate Investment Goals Using These Tips - Oluwakemi Adeyemo https://t.co/SXY5xVNIaO
.… https://t.co/DNlDdmhKfR",1,Everywhere you go
Crown1Crown,Socius = friend,"RT @Futbol_Agent_: Congratulations to @SergioRamos for reaching 100 goals! What a great milestone to achieve. ⚽️⚽️⚽️🔥  

Is he currently th…",6,Ibadan
Racheal2441,Gabriel John,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
Jameshoward2441,James Howard,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
owoadeadegbola2,Chrisjay,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
RMFNepal,Real Madrid Fans;Nepal 🇳🇵,"@RodrygoGoes is Something Special in the Champions League! ⚪👏 #UCL

#RMFNepal #ChampionsLeague
#HalaMadridYNadaMas… https://t.co/ZqLMjDNsMD",0,Nepal
manysanae,manuel sanchez,"RT @DaniCarvajal92: Happy to back ⚔️⚪ step by step 💪

#halamadrid #realmadrid #hastaelfinalvamosreal #DC2 https://t.co/EAe9O7JP1D",614,pedro brand
mohdm2m2,mohd najem,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,Bahrain
Nilanga10795075,Nilanga,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
Obakeng_Soul,Obakeng Ramaboa,"After all is said, the right teams won last night 🙌🏽🙌🏽🙌🏽

Madrid gave us a scare, now we are back!!! Celebrating th… https://t.co/2QiqrjIVPc",0,Johannesburg
sexybabe4321,Neepubg19,"RT @Bolt_Global: Real Madrid will be looking to record their first Champions League win of their 2020-21 campaign, when they travel to Germ…",295,
apaztabora,Alex Wilfredo Paz T.,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,Santa Rosa 
icazayn,Annisa Rickastari,"This blood is white. This blood is yours, Real Madrid. @realmadrid #realmadrid #madrid #halamadrid… https://t.co/cd8zyro9Uj",0,Indonesia
Its_SuNnYzzZ_77,Sunny ⭐️,"Whenever i see Sergio Ramos, i think that how will we replace him when he retires? How?! #RealMadrid",0,Gotham City
CGTNSports,CGTN Sports,#RealMadrid thwarted a second-half comeback from #InterMilan to win 3-2 on Tuesday and give their #ChampionsLeague… https://t.co/xI3cyJmOCQ,0,"Beijing, China"
goalooco,Goalooco,"Ramos scored the second goal for Real Madrid with a header against Inter Milan. 

This is also the 100th goal Ramos… https://t.co/kfgzfvF4CA",0,Indonesia
juggernautdibu,Jimmy Hoffa,"RT @maubreakingnews: Real Madrid rally for point behind imperious Casemiro showing 
https://t.co/hKKiEYeSCT #casemirocasemiro #realmadrid #…",1,GLOBAL/THE STREETS 
PraizePraises,Praize Praises🇸🇱,"Hala Madrid we d BEST🏳️
#Barcelona 
#RealMadrid",0,
NgTrinh39386138,Ngô Trinh,"Real Madrid 3-2 Inter Milan

#C1 
#RealMadrid 
#InterMilan https://t.co/S48HgWByl9",0,
khadka_parashar,Parashar Khadka,"Kudos Captain @SergioRamos  For 100 Goales ! Bravo ! 
@SergioRamos #SergioRamos
@realmadriden #RealMadrid https://t.co/GwSpaNdB05",0,"Kathmandu, Nepal"
SyrianskyS,SyrianSky Secret,"RT @SyrianskyS: Santiago Solari will discuss the importance of Real Madrid University School in continuing the club's global leadership,dur…",4,
playbyplaypod1,The Play by Play Podcast,"RT @SempreIntercom: 🚨 #SempreInterTV 🚨 

Match Reaction | #RealMadrid 3-2 @Inter | #ChampionsLeague Dream Dead?

@cammyanders &amp; @sarlfm rea…",19,
Onmanorama,Onmanorama,#ChampionsLeague | #RealMadrid boost hopes with narrow win over Inter | https://t.co/zSuxyjxuRp,0,Kochi
SabriB10,Sabrina Belmonte,"RT @SempreIntercom: MATCH RATINGS: #RealMadrid 3 - @Inter 2; The match offered more than #Inter were willing to take, so here's @mesuneet's…",24,"Toronto, Ontario"
AFC_Colton,Colton🇨🇦,@spectatorindex Dani Ceballos to Arsenal is a ‘done deal’. Total agreement reached with Real Madrid and here we go!… https://t.co/y0NArJtgRm,0,Canada
davidol02378212,david oliver,"RT @am_spotlight: I am happy to score this wonderful goal for my team.
#SkySport #CristianoRonaldo #CR7 #messi #Neymar #LaLiga 
#PremierLea…",2,
FootballaxisC,footballaxis.com,"Rodrigo smashes home the winner as Real Madrid beat Inter Milan 3-2

SERGIO RAMOS scored his 100th goal for Real Ma… https://t.co/sdsbr4kzC9",0,
am_spotlight,Odianosen glory,"I am happy to score this wonderful goal for my team.
#SkySport #CristianoRonaldo #CR7 #messi #Neymar #LaLiga… https://t.co/0WWg3KFtFB",2,Nigeria
makhany_points,Maakhan,"💯 goals as CB 🔥🔥
Sergio Ramos 🦁.
He is the best center back of all time 🙌.
#RealMadrid #ucl #SergioRamos",0,
harinduama,𝓜3𝓝𝓩,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Sri Lanka
Khalid000074,Khalid Mangariya,RT @Sports_NDTV: #RealMadrid thwarted a second half comeback from #InterMilan to win 3-2 on Tuesday and give their #ChampionsLeague bid lif…,1,Nuh-Mewat Haryana India
Sports_NDTV,NDTV Sports,#RealMadrid thwarted a second half comeback from #InterMilan to win 3-2 on Tuesday and give their #ChampionsLeague… https://t.co/0uKguwZ9je,1,"New Delhi, India"
OpuBiswas8,Opu Biswas,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
CGTNSportsScene,CGTN Sports Scene,"#ChampionsLeague : #Bayern extend winning streak, #RealMadrid  sink #Inter , #Liverpool  crush Atalanta
@FCBayernEN… https://t.co/f0uMS4bBoJ",1,"北京, 中华人民共和国"
ahmed13hz,أَحَمّد اَلحَازّمِيٍ,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,"Damad, Kingdom of Saudi Arabia"
dikun89,dwi kurniawan,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Indonesia
MilitoInter22,Eduardo Falcon,"RT @DamiDev_: Foul or not ? 
#Hakimi vs #Mendy  #RealMadridInter #RealMadrid #inter https://t.co/bCid8PoHQ9",2,
ARG_soccernews,Argentina Football,"RT @CGTNSportsScene: ""We all know the kind of person he is and the player he was. I wish things will go well for him.""

-#RealMadrid manage…",2,Bangladesh
franklysundiler,Sundiler,RT @SportsOfLife_: Sergio Ramos scores his 100th goal for @realmadriden in all competitions #SergioRamos #RealMadrid https://t.co/fGir92Ri3M,9,All around the world !!
flakojimenez,José Javier Jiménez,"RT @ESPNDeportes: Los 1️⃣0️⃣0️⃣ goles del Capitán. 

#UCL #RealMadrid #RealInter https://t.co/cNFpfSO7xJ",12,Guayaquil
waleed_rf,waleed mehmood qari,RT @SportsOfLife_: Sergio Ramos scores his 100th goal for @realmadriden in all competitions #SergioRamos #RealMadrid https://t.co/fGir92Ri3M,9,Kashmir/Dubai
Jasoninho10,Joga Bonito,"💯 Sergio Ramos has now scored 100 goals for #RealMadrid in all competitions.

⚽ 72 goals - La Liga
⚽ 14 goals - Cha… https://t.co/ci5Mso6jl8",0,
DoubleGyori,GGyori,Afta d whole winning pls don't fail us let's continue to win over evil since winning is in our red blood under a bl… https://t.co/6tEY1gwNtk,0,
amaradumi94,𝔇𝔲𝔪𝔦𝔫𝔡𝔲 ₿,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Sri Lanka
hylber420,CryptoBrad420,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,
Nzubemush,Programmer QS Moshe,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Nigeria
harwoodtkd,Paul Harwood,Congratulations @SergioRamos on scoring 💯 ⚽️ for @realmadriden #UCL #RealMadridInter #RealMadrid #HalaMadrid https://t.co/k5z3m3698l,0,Worthing
LeonardLevani,leonard lowe,RT @footballitalia: Wednesday's Italian #Calcio headlines in English https://t.co/GSeA5INDzz #FCIM #RealMadrid #Atalanta #LFC #Juventus #La…,9,tbilisi
anirpaul,Anirban Paul,#RealMadrid claim first Group B win with late Rodrygo goal https://t.co/i5dYvf6lDm #UCL #soccer #football #ChampionsLeague,0,"Kolkata, India"
alenpila,Alberto Pirone,"RT @ESPNDeportes: Los 1️⃣0️⃣0️⃣ goles del Capitán. 

#UCL #RealMadrid #RealInter https://t.co/cNFpfSO7xJ",12,San Diego - Venezuela
PrimeTWildATG,PrimeTWild,My boxing training #cafc #QuintaPH #Elections2020 #ElectionNight #ElectionDay #Trump2020 #Trump2020 #Trump… https://t.co/LKtOiSEsLX,0,
SUHAIBIQBAL12,PEERZADA SUHAIB,Sergio Ramos now has 100 goals for @realmadriden ... And he is a centre back... One of the greatest player in real… https://t.co/icz1I9EsJT,0,..    .. 
IsuruSasanka6,Isuru Sasanka,RT @Bolt_Global: ⚡️#RealMadrid will be looking for their first #ChampionsLeague victory of the season when they welcome #InterMilan to the…,310,Kurunegala 
usportsnow,USports,New COVID cases at Real Madrid! https://t.co/jjpbAB05ec #RealMadrid #COVID19 https://t.co/iYZBlOXKcE,0,
Foli23,23 Savage,RT @SportsOfLife_: Sergio Ramos scores his 100th goal for @realmadriden in all competitions #SergioRamos #RealMadrid https://t.co/fGir92Ri3M,9,
kenya192004,kenya Martinez Reyes,"RT @DaniCarvajal92: Happy to back ⚔️⚪ step by step 💪

#halamadrid #realmadrid #hastaelfinalvamosreal #DC2 https://t.co/EAe9O7JP1D",614,
da_rik1,DA RIKI,"Real madrid 3 vs inter milan 2 match highlights , Goal in HD https://t.co/oa3bTkHNbo
#RealMadridInter… https://t.co/fPLrctfeWu",0,indonesia
